record_id,age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
9757,22,Male,Primary or Less,FALSE,Healthcare,None,None,Eastern,Rural,None,84.56,20.66,None,Advanced,[],FALSE,None,High,2,FALSE,None,None,19.4,44.94
9758,23,Male,TVET,FALSE,Construction,Construction,Formal,Western,Rural,61242,79.38,24.47,None,Intermediate,[],FALSE,None,Medium,4,TRUE,Moderately Effective,9,19.4,35.5
9759,25,Female,TVET,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,160879.86,76.28,13.12,None,Intermediate,[],FALSE,None,Low,5,TRUE,Moderately Effective,4,19.4,76.28
9760,21,Female,Primary or Less,FALSE,Education,Education,Informal,Eastern,Rural,150136.69,53.22,13.7,None,Advanced,['Coding'],FALSE,None,Medium,3,TRUE,Ineffective,12,19.4,51.36
9761,16,Male,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,63.11,10.24,18,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,2,FALSE,None,None,19.4,63.63
9762,24,Male,Primary or Less,FALSE,Retail,Retail,Informal,Eastern,Rural,108580.44,72.89,22.56,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,7,TRUE,Moderately Effective,11,19.4,43.08
9763,19,Male,TVET,FALSE,Healthcare,None,None,Kigali,Rural,None,41.55,23.07,None,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,High,6,FALSE,None,None,19.4,30.68
9764,17,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,59.34,20.99,19,Advanced,[],FALSE,None,High,6,FALSE,None,None,19.4,59.81
9765,23,Male,TVET,TRUE,Agriculture,None,None,Kigali,Urban,None,65.04,27.27,20,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,4,FALSE,None,None,19.4,56.79
9766,23,Female,TVET,FALSE,ICT,ICT,Informal,Northern,Rural,280414.29,69.92,14.85,None,Advanced,['Coding'],FALSE,None,Low,4,TRUE,Effective,5,19.4,56.07
9767,17,Female,TVET,FALSE,Construction,Construction,Informal,Kigali,Urban,56350.96,40.6,13.81,None,Basic,[],FALSE,None,Medium,5,TRUE,Ineffective,3,19.4,79.55
9768,19,Female,TVET,FALSE,Education,Education,Informal,Kigali,Urban,205112.56,53.9,15.23,None,Basic,['Coding'],FALSE,None,Medium,2,TRUE,Ineffective,7,19.4,72.62
9769,19,Male,Secondary,FALSE,Education,Education,Informal,Southern,Rural,194682.62,63.21,12.97,None,Intermediate,['Coding'],TRUE,Vocational Training,Medium,4,TRUE,Ineffective,11,19.4,51.66
9770,18,Female,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,69.73,25.06,19,Basic,['Data Analysis'],TRUE,Business Development,Low,1,FALSE,None,None,19.4,61.28
9771,25,Female,University,FALSE,Construction,None,None,Kigali,Rural,None,59.79,26.3,None,Basic,['Coding'],TRUE,Vocational Training,Medium,4,FALSE,None,None,19.4,36.89
9772,18,Male,Secondary,TRUE,Education,None,None,Kigali,Urban,None,86.61,27.3,8,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,2,FALSE,None,None,19.4,57.11
9773,22,Male,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,87.73,19.16,9,Basic,['Coding'],FALSE,None,Low,5,FALSE,None,None,19.4,62.89
9774,22,Female,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,254506.51,83.83,14.64,None,Intermediate,['Data Analysis'],TRUE,Vocational Training,Medium,6,TRUE,Moderately Effective,7,19.4,59.63
9775,20,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,293996.8,86.02,20.62,None,Intermediate,['Coding'],TRUE,Business Development,Low,7,TRUE,Effective,11,19.4,60.06
9776,16,Male,University,FALSE,Retail,Retail,Formal,Kigali,Urban,122065.87,76.58,20.21,None,Basic,['Data Analysis'],TRUE,Business Development,High,6,TRUE,Ineffective,3,19.4,74.61
9777,20,Male,Primary or Less,FALSE,ICT,ICT,Formal,Kigali,Urban,202776.64,58.75,25.08,None,Basic,['Data Analysis'],FALSE,None,Low,2,TRUE,Moderately Effective,12,19.4,59.41
9778,23,Male,University,FALSE,Education,None,None,Southern,Rural,None,75.1,28.65,None,Intermediate,[],FALSE,None,Low,6,FALSE,None,None,19.4,58.57
9779,20,Female,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,275134.95,57.25,18.03,None,Basic,['Data Analysis'],TRUE,Digital Skills,Medium,5,TRUE,Effective,8,19.4,55.19
9780,20,Female,University,FALSE,Construction,Construction,Informal,Kigali,Urban,206966.05,87.45,16.77,None,Basic,[],FALSE,None,Low,2,TRUE,Effective,3,19.4,55.15
9781,18,Male,University,FALSE,Agriculture,None,None,Kigali,Urban,None,64.63,13.81,None,Intermediate,['Coding'],TRUE,Digital Skills,Low,3,FALSE,None,None,19.4,71.66
9782,22,Male,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,71779.62,87.56,16.9,None,Basic,['Data Analysis'],TRUE,Business Development,Medium,3,TRUE,Moderately Effective,4,19.4,63.51
9783,25,Male,Primary or Less,FALSE,Agriculture,None,None,Eastern,Rural,None,75.83,29.24,None,Advanced,['Coding'],FALSE,None,Medium,3,FALSE,None,None,19.4,43.19
9784,23,Male,Secondary,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,205805.34,46.96,22.05,None,Intermediate,['Data Analysis'],FALSE,None,High,2,TRUE,Moderately Effective,10,19.4,57.17
9785,16,Male,University,FALSE,ICT,ICT,Informal,Kigali,Urban,286051.28,59.36,16.99,None,Basic,['Data Analysis'],FALSE,None,High,7,TRUE,Ineffective,10,19.4,59.21
9786,25,Female,Primary or Less,FALSE,Construction,None,None,Kigali,Urban,None,59.93,28.7,None,Intermediate,['Coding'],FALSE,None,Medium,8,FALSE,None,None,19.4,50.62
9787,24,Female,Secondary,TRUE,ICT,None,None,Kigali,Rural,None,86.35,13.98,5,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,1,FALSE,None,None,19.4,59.3
9788,17,Male,TVET,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,160624.85,71.68,17.86,None,Advanced,['Data Analysis'],TRUE,Vocational Training,High,5,TRUE,Moderately Effective,6,19.4,66.43
9789,17,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,42.78,24.86,11,Advanced,['Data Analysis'],TRUE,None,High,6,FALSE,None,None,19.4,74.73
9790,20,Male,TVET,TRUE,ICT,None,None,Kigali,Urban,None,72.81,12.69,12,Intermediate,['Coding'],TRUE,Vocational Training,Low,8,FALSE,None,None,19.4,79.63
9791,24,Male,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,98995.62,61.75,23.44,None,Advanced,[],TRUE,Vocational Training,Medium,7,TRUE,Effective,5,19.4,50.7
9792,25,Female,TVET,TRUE,Agriculture,None,None,Eastern,Rural,None,47.65,13.64,16,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Low,7,FALSE,None,None,19.4,32.66
9793,22,Male,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,70.05,17.79,None,Basic,['Data Analysis'],TRUE,Vocational Training,High,4,FALSE,None,None,19.4,66.59
9794,18,Male,University,FALSE,Education,Education,Informal,Kigali,Urban,79844.28,44.41,10.37,None,Advanced,[],FALSE,None,High,4,TRUE,Moderately Effective,10,19.4,68
9795,21,Female,Secondary,TRUE,Education,None,None,Eastern,Rural,None,57.91,19.6,19,Intermediate,['Coding'],FALSE,None,High,8,FALSE,None,None,19.4,48.54
9796,22,Male,Secondary,TRUE,Healthcare,None,None,Western,Rural,None,42.19,19.92,7,Basic,[],TRUE,Vocational Training,High,3,FALSE,None,None,19.4,34.07
9797,21,Female,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,83236.94,84.77,18.98,None,Intermediate,['Data Analysis'],FALSE,None,Low,2,TRUE,Effective,10,19.4,63.33
9798,23,Female,University,FALSE,Construction,None,None,Northern,Rural,None,62.95,23.98,None,Basic,"['Marketing', 'Project Management']",TRUE,None,Low,7,FALSE,None,None,19.4,41.27
9799,23,Male,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,72.35,17.08,None,Advanced,[],TRUE,Vocational Training,Low,2,FALSE,None,None,19.4,79.32
9800,19,Female,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,273635.35,79.91,13.97,None,Intermediate,['Coding'],FALSE,None,Medium,2,TRUE,Effective,6,19.4,74.42
9801,19,Female,Secondary,FALSE,Construction,Construction,Formal,Kigali,Urban,72488.23,42.34,24.17,None,Basic,[],TRUE,Business Development,Low,7,TRUE,Effective,12,19.4,72.88
9802,22,Female,University,FALSE,Agriculture,None,None,Kigali,Urban,None,77.5,14.26,None,Advanced,[],FALSE,None,Medium,8,FALSE,None,None,19.4,73.81
9803,20,Female,Secondary,FALSE,Education,None,None,Kigali,Urban,None,74.06,29.65,None,Intermediate,['Data Analysis'],FALSE,None,High,3,FALSE,None,None,19.4,79.5
9804,16,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,53.03,26.23,None,Basic,[],TRUE,Business Development,High,2,FALSE,None,None,19.4,53.55
9805,24,Female,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,278841.74,51.23,28.84,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,7,TRUE,Effective,11,19.4,54.97
9806,25,Male,Secondary,TRUE,Education,None,None,Kigali,Urban,None,78.61,25.86,11,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,High,1,FALSE,None,None,19.4,69.81
9807,22,Male,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,40.41,28.14,19,Basic,['Data Analysis'],FALSE,None,Low,3,FALSE,None,None,19.4,64.31
9808,16,Female,Secondary,FALSE,Education,Education,Informal,Kigali,Urban,208243.64,67.39,24.27,None,Advanced,[],FALSE,None,Low,7,TRUE,Moderately Effective,8,19.4,51.76
9809,20,Male,Primary or Less,TRUE,Construction,None,None,Kigali,Urban,None,77.19,10.92,11,Intermediate,[],TRUE,Vocational Training,High,6,FALSE,None,None,19.4,54.83
9810,21,Male,University,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,136352.65,67.11,29.48,None,Basic,['Data Analysis'],TRUE,Business Development,Low,4,TRUE,Effective,8,19.4,79.05
9811,17,Female,Secondary,FALSE,Construction,None,None,Southern,Rural,None,59.59,27.65,None,Intermediate,[],FALSE,None,High,4,FALSE,None,None,19.4,31.49
9812,23,Female,Primary or Less,TRUE,Agriculture,None,None,Kigali,Urban,None,70.64,23.72,22,Basic,[],TRUE,None,Low,7,FALSE,None,None,19.4,54.45
9813,24,Female,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,44.46,28.75,None,Intermediate,[],FALSE,None,High,2,FALSE,None,None,19.4,67.6
9814,18,Female,Primary or Less,FALSE,Education,None,None,Kigali,Urban,None,89.84,28.77,None,Intermediate,['Data Analysis'],TRUE,Business Development,Medium,7,FALSE,None,None,19.4,52.19
9815,18,Female,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,63.77,11.68,None,Advanced,"['Marketing', 'Project Management']",TRUE,None,Low,2,FALSE,None,None,19.4,61.93
9816,20,Male,University,FALSE,Education,Education,Formal,Kigali,Urban,114215.39,60.14,21.93,None,Intermediate,['Data Analysis'],FALSE,None,High,2,TRUE,Ineffective,2,19.4,74.03
9817,20,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,61.05,24.84,9,Basic,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,3,FALSE,None,None,19.4,71.83
9818,18,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,78.7,17.05,None,Basic,['Data Analysis'],FALSE,None,Medium,3,FALSE,None,None,19.4,78.06
9819,20,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,51351.39,82.69,24.63,None,Intermediate,['Coding'],TRUE,Business Development,Medium,6,TRUE,Moderately Effective,10,19.4,71.5
9820,16,Male,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,237053.61,55.42,10.44,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,High,8,TRUE,Moderately Effective,2,19.4,77.06
9821,23,Female,Secondary,FALSE,Construction,Construction,Informal,Kigali,Urban,79414.42,54.42,13.66,None,Intermediate,[],FALSE,None,Low,8,TRUE,Effective,11,19.4,50.7
9822,21,Male,TVET,TRUE,ICT,None,None,Western,Rural,None,82.83,20.99,24,Basic,"['Marketing', 'Project Management']",FALSE,None,High,5,FALSE,None,None,19.4,58.47
9823,24,Male,Secondary,TRUE,Healthcare,None,None,Kigali,Urban,None,86.29,10.78,24,Advanced,['Coding'],FALSE,None,Medium,7,FALSE,None,None,19.4,60.5
9824,18,Male,Secondary,TRUE,Education,None,None,Southern,Rural,None,81.33,12.14,23,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,3,FALSE,None,None,19.4,48.43
9825,19,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,50.16,20.19,16,Advanced,[],FALSE,None,Medium,2,FALSE,None,None,19.4,64.31
9826,17,Female,TVET,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,162690.11,61.28,27.93,None,Intermediate,['Coding'],FALSE,None,Medium,2,TRUE,Effective,5,19.4,56.16
9827,19,Male,Secondary,FALSE,ICT,ICT,Informal,Northern,Rural,121838.77,76.21,14.9,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,3,TRUE,Ineffective,8,19.4,48.75
9828,17,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,84.1,12.76,None,Advanced,['Coding'],FALSE,None,Medium,8,FALSE,None,None,19.4,52.88
9829,18,Male,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,45.05,17.2,22,Advanced,['Coding'],TRUE,Business Development,Medium,4,FALSE,None,None,19.4,52.67
9830,25,Female,Primary or Less,TRUE,Healthcare,None,None,Kigali,Urban,None,67.86,27.14,15,Intermediate,['Data Analysis'],FALSE,None,Low,4,FALSE,None,None,19.4,69.95
9831,19,Male,Secondary,FALSE,Retail,Retail,Formal,Kigali,Urban,65310.73,76.29,26.18,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,High,2,TRUE,Moderately Effective,11,19.4,73.87
9832,19,Male,Secondary,FALSE,Education,None,None,Eastern,Rural,None,63.23,29.24,None,Basic,['Coding'],FALSE,None,Low,4,FALSE,None,None,19.4,41.66
9833,16,Male,Primary or Less,FALSE,Healthcare,None,None,Kigali,Urban,None,73.68,17.01,None,Basic,['Data Analysis'],TRUE,None,Low,3,FALSE,None,None,19.4,53.57
9834,23,Male,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,49.42,24.41,None,Basic,['Data Analysis'],FALSE,None,Low,3,FALSE,None,None,19.4,74
9835,25,Male,University,FALSE,Construction,Construction,Formal,Kigali,Urban,66931.38,77.42,23.72,None,Basic,['Data Analysis'],TRUE,Digital Skills,High,7,TRUE,Moderately Effective,4,19.4,56
9836,25,Male,University,FALSE,ICT,None,None,Kigali,Urban,None,89.1,24.89,None,Advanced,['Coding'],TRUE,Digital Skills,Low,2,FALSE,None,None,19.4,76.18
9837,24,Male,University,FALSE,Construction,None,None,Kigali,Urban,None,82.78,15.57,5,Advanced,['Coding'],FALSE,None,High,7,FALSE,None,None,19.4,70.67
9838,17,Male,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,98809.77,61.46,16.53,None,Intermediate,['Data Analysis'],TRUE,Digital Skills,Low,2,TRUE,Moderately Effective,1,19.4,79.75
9839,17,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,49.9,17.49,None,Basic,[],TRUE,Digital Skills,High,7,FALSE,None,None,19.4,71.35
9840,21,Female,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,49.92,28.41,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,4,FALSE,None,None,19.4,51.24
9841,17,Male,University,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,294884.65,76.09,14.45,None,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,8,TRUE,Effective,1,19.4,50.49
9842,18,Male,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,273801.74,43,15.22,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,Low,8,TRUE,Moderately Effective,12,19.4,58.38
9843,21,Female,University,FALSE,ICT,ICT,Informal,Kigali,Urban,256456.74,62.4,29.11,None,Advanced,[],FALSE,None,Low,2,TRUE,Moderately Effective,4,19.4,61.63
9844,18,Male,Primary or Less,TRUE,Education,None,None,Kigali,Rural,None,71.47,11,24,Intermediate,['Data Analysis'],TRUE,Business Development,Medium,4,FALSE,None,None,19.4,53.52
9845,19,Male,University,FALSE,Education,Education,Informal,Kigali,Urban,99907.66,69.56,18.66,None,Basic,[],FALSE,None,Low,1,TRUE,Moderately Effective,8,19.4,54.91
9846,16,Female,Primary or Less,FALSE,Retail,Retail,Formal,Western,Rural,144921.45,71.19,28.24,None,Advanced,['Coding'],TRUE,Vocational Training,Low,7,TRUE,Effective,4,19.4,38.08
9847,20,Male,University,FALSE,Retail,None,None,Kigali,Urban,None,44.52,19.65,None,Advanced,[],FALSE,None,Low,8,FALSE,None,None,19.4,71.69
9848,21,Female,Secondary,FALSE,Construction,Construction,Formal,Kigali,Urban,154515.58,54.32,23.38,None,Advanced,['Coding'],TRUE,Digital Skills,Low,1,TRUE,Effective,6,19.4,67.86
9849,21,Female,Primary or Less,FALSE,Education,Education,Formal,Kigali,Urban,292611.34,63.59,21.97,None,Advanced,[],FALSE,None,High,1,TRUE,Ineffective,6,19.4,63.69
9850,17,Male,Secondary,TRUE,Education,None,None,Kigali,Urban,None,64.67,23.71,3,Intermediate,['Coding'],FALSE,None,Medium,1,FALSE,None,None,19.4,53.82
9851,22,Male,TVET,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,164507.45,78.5,28.38,None,Advanced,[],TRUE,Vocational Training,Low,7,TRUE,Moderately Effective,5,19.4,52.08
9852,23,Female,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,79.71,25.08,2,Intermediate,['Coding'],TRUE,None,High,3,FALSE,None,None,19.4,67.36
9853,22,Male,Primary or Less,FALSE,ICT,None,None,Northern,Rural,None,88.26,19.84,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,High,4,FALSE,None,None,19.4,51.48
9854,25,Female,Secondary,FALSE,Retail,None,None,Kigali,Urban,None,81.44,20.76,None,Basic,['Data Analysis'],TRUE,None,High,3,FALSE,None,None,19.4,69.98
9855,16,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,89.21,12.39,11,Basic,['Coding'],TRUE,Vocational Training,Medium,8,FALSE,None,None,19.4,57
9856,23,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,274606.24,63.84,11.96,None,Advanced,['Coding'],TRUE,Vocational Training,Medium,7,TRUE,Effective,4,19.4,70.49
9857,16,Female,Primary or Less,TRUE,Construction,None,None,Kigali,Urban,None,84.32,12.72,20,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,6,FALSE,None,None,19.4,65.19
9858,17,Female,University,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,205040.75,54.22,20.1,None,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,8,TRUE,Moderately Effective,3,19.4,57.62
9859,16,Male,University,FALSE,Retail,None,None,Eastern,Rural,None,78.5,15.19,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Medium,6,FALSE,None,None,19.4,46.36
9860,17,Male,Secondary,FALSE,Education,None,None,Kigali,Urban,None,80.87,17.01,None,Basic,['Coding'],TRUE,Vocational Training,Low,5,FALSE,None,None,19.4,76.06
9861,18,Female,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,133074.17,75.56,28.34,None,Basic,['Coding'],TRUE,Business Development,High,1,TRUE,Effective,3,19.4,63.73
9862,18,Male,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,99036.54,65.59,11.05,None,Advanced,['Data Analysis'],FALSE,None,Medium,8,TRUE,Moderately Effective,2,19.4,68.95
9863,17,Female,Primary or Less,FALSE,Agriculture,Agriculture,Informal,Eastern,Rural,237463.07,88.2,26.97,None,Advanced,['Data Analysis'],FALSE,None,High,1,TRUE,Moderately Effective,11,19.4,59.42
9864,20,Female,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,138862.38,81.53,25.72,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,5,TRUE,Ineffective,4,19.4,73.85
9865,22,Female,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,71.72,23.93,8,Intermediate,['Data Analysis'],FALSE,None,Low,3,FALSE,None,None,19.4,53.41
9866,23,Female,TVET,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,151640.95,64.04,15.74,None,Advanced,['Data Analysis'],FALSE,None,High,7,TRUE,Ineffective,11,19.4,75.7
9867,25,Male,Primary or Less,FALSE,Education,Education,Formal,Kigali,Urban,279855.85,83.01,12.65,None,Basic,['Coding'],TRUE,Business Development,High,4,TRUE,Ineffective,5,19.4,78.62
9868,20,Female,Primary or Less,FALSE,ICT,ICT,Formal,Northern,Rural,283411.05,46.71,18.71,None,Intermediate,['Coding'],FALSE,None,High,3,TRUE,Ineffective,1,19.4,33.79
9869,17,Male,University,FALSE,Construction,Construction,Formal,Northern,Rural,203871.91,86.66,21.76,None,Advanced,[],TRUE,Vocational Training,Low,5,TRUE,Moderately Effective,10,19.4,44.75
9870,25,Male,TVET,FALSE,Healthcare,None,None,Eastern,Rural,None,81.69,24.6,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,3,FALSE,None,None,19.4,30.9
9871,23,Male,TVET,TRUE,ICT,None,None,Kigali,Urban,None,57.77,18.08,16,Basic,['Data Analysis'],TRUE,Business Development,High,6,FALSE,None,None,19.4,60.79
9872,17,Female,University,FALSE,Construction,None,None,Western,Rural,None,64.42,14.4,16,Basic,['Data Analysis'],TRUE,Business Development,Medium,2,FALSE,None,None,19.4,45.82
9873,21,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,287479.22,66.47,11.01,None,Basic,[],FALSE,None,High,6,TRUE,Moderately Effective,7,19.4,65.06
9874,17,Female,Secondary,TRUE,ICT,None,None,Eastern,Rural,None,51.77,14.84,18,Basic,['Data Analysis'],TRUE,Vocational Training,Low,4,FALSE,None,None,19.4,49.17
9875,20,Male,TVET,TRUE,ICT,None,None,Kigali,Rural,None,68.7,21.06,6,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,4,FALSE,None,None,19.4,31.53
9876,18,Female,University,FALSE,Education,None,None,Kigali,Urban,None,45.03,14.23,None,Intermediate,['Data Analysis'],FALSE,None,Low,6,FALSE,None,None,19.4,67.93
9877,23,Male,TVET,FALSE,Construction,Construction,Formal,Kigali,Urban,212877.61,55.34,11.33,None,Advanced,['Coding'],TRUE,None,High,3,TRUE,Ineffective,8,19.4,71.98
9878,22,Male,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,72613.8,85.74,23.34,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,6,TRUE,Moderately Effective,5,19.4,58
